Code;Description;Transaction Category Code;MCC Category
"3788";Ala Moana Hotel / Ala Moana Hotels;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3789";Smugglers’ Notch Resort;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3790";Raffles Hotels;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3791";Staybridge Suites;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3792";Claridge Casino Hotel;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3793";The Flamingo Hotels;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3794";Grand Casino Hotels;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3795";Paris Las Vegas Hotel;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3796";Peppermill Hotel Casino;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3797";Atlantic City Hilton;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3798";Embassy Vacation Resort;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3799";Hale Koa Hotel;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3800";Homestead;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3801";Wilderness Hotel and Resort;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3802";The Palace Hotel;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3803";The Wigwam Golf Resort and Spa;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3804";The Diplomat Country Club and Spa;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3805";The Atlantic;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3806";Princeville Resort;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3807";Element;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3808";LXR;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3809";Settle Inn;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3810";La Costa Resort;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3811";Premier Travel Inn;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3812";Hyatt Place;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3813";Hotel Indigo;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3814";The Roosevelt Hotel NY;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3815";Holiday Inn Nickelodeon;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3816";Home2Suites;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3817";Affinia;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3818";Mainstay Suites;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3819";Oxford Suites;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3820";Jumeirah Essex House;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3821";Caribe Royale;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3822";Crossland;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3823";Grand Sierra Resort;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3824";Aria;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3825";Vdara;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3826";Autograph;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3827";Galt House;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3828";Cosmopolitan of Las Vegas;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3829";Country Inn By Carlson;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3830";Park Plaza Hotel;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"3831";Waldorf;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"4011";Railroads;Airline/Railroad/Travel Agency/Transportation;Travel/Transportation/Gas and Fuel Services
"4111";Local and Suburban Commuter Passenger Transportation, including Ferries;Airline/Railroad/Travel Agency/Transportation;Travel/Transportation/Gas and Fuel Services
"4112";Passenger Rail (train);Airline/Railroad/Travel Agency/Transportation;Travel/Transportation/Gas and Fuel Services
"4119";Ambulance Services;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"4121";Taxicabs and Limousines;Airline/Railroad/Travel Agency/Transportation;Travel/Transportation/Gas and Fuel Services
"4131";Bus Lines, includes Charters/Tour Buses;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"4214";Motor Freight Carriers and Trucking — Local and Long Distance, Moving & Storage Companies, and Local Delivery;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"4215";Courier Services — Air and Ground, and Freight Forwarders;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"4225";Public Warehousing — Farm products, Refrigerated Goods, Household Goods, and Storage;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"4411";Steamship and Cruise Lines;Airline/Railroad/Travel Agency/Transportation;Travel/Transportation/Gas and Fuel Services
"4457";Boat Rentals and Leasing;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"4468";Marinas, Marine Service, and Supplies;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"4511";Airlines and Air Carriers;Airline/Railroad/Travel Agency/Transportation;Travel/Transportation/Gas and Fuel Services
"4582";Airports, Flying Fields, and Airport Terminals;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"4722";Travel Agencies;Airline/Railroad/Travel Agency/Transportation;Travel/Transportation/Gas and Fuel Services
"4723";Package Tour Operators (For use in Germany only);Airline/Railroad/Travel Agency/Transportation;Travel/Transportation/Gas and Fuel Services
"4761";Telemarketing of Travel Related Services and Vitamins;Airline/Railroad/Travel Agency/Transportation;Travel/Transportation/Gas and Fuel Services
"4784";Bridge and Road Fees, Tolls;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"4789";Transportation Services — not elsewhere classified;Airline/Railroad/Travel Agency/Transportation;Travel/Transportation/Gas and Fuel Services
"4812";Telecommunication Equipment and Telephone Sales;All Other Merchants/Post Exchange;Electronic and Technical Services
"4813";Special Telecom Merchant;All Other Merchants/Post Exchange;Electronic and Technical Services
"4814";Telecommunication Services, Including Local and Long Distance Calls, Credit Card Calls, Call Through Use of Magnetic-Strip-Reading Telephones, and Fax Services;All Other Merchants/Post Exchange;Electronic and Technical Services
"4815";Visa Phone;All Other Merchants/Post Exchange;Electronic and Technical Services
"4816";Computer Network/Information Services and other Online Services such as electronic bulletin board, e-mail, web site hosting services, or Internet access;All Other Merchants/Post Exchange;Electronic and Technical Services
"4821";Telegraph Services;All Other Merchants/Post Exchange;Electronic and Technical Services
"4829";Quasi Cash — Wire Transfer Money Order;All Other Merchants/Post Exchange;Electronic and Technical Services
"4899";Cable, Satellite, and Other Pay Television and Radio Services;All Other Merchants/Post Exchange;Electronic and Technical Services
"4900";Utilities — Electric, Gas, Water, and Sanitary;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5013";Motor Vehicle Supplies and New Parts (Business to Business MCC);Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"5021";Office Furniture (Business to Business MCC);All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5039";Construction Materials Not Elsewhere Classified (Business to Business MCC);All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5044";Photographic, Photocopy, Microfilm Equipment and Supplies (Business to Business MCC);All Other Merchants/Post Exchange;Electronic and Technical Services
"5045";Computers, Computer Peripheral Equipment, and Software;All Other Merchants/Post Exchange;Electronic and Technical Services
"5046";Commercial Equipment Not Elsewhere Classified (Business to Business MCC);All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5047";Dental/Laboratory/Medical/Ophthalmic Hospital Equipment and Supplies;College/School Expense/Hospital;Healthcare/Child Services
"5051";Metal Service Centers and Offices (Business to Business MCC);All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5065";Electrical Parts and Equipment (Business to Business MCC);All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5072";Hardware, Plumbing, Heat Equipment and Supplies (Business to Business MCC);All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5074";Plumbing and Heating Equipment and Supplies (Business to Business MCC);All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5085";Industrial Supplies Not Elsewhere Classified (Business to Business MCC);All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5094";Precious Stones, Metals, Watches and Jewelry (Business to Business MCC);All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5099";Durable Goods Not Elsewhere Classified (Business to Business MCC);All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5111";Stationery, Office Supplies, and Printing and Writing Paper;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5122";Drugs, Drug Proprietary’s, and Druggists’ Sundries;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5131";Piece Goods, Notions and Other Dry Goods (Business to Business MCC);All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5137";Men’s, Women’s and Children’s Uniforms (Business to Business MCC);All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5139";Commercial Footwear (Business to Business MCC);All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5169";Chemicals and Allied Products Not Elsewhere Classified (Business to Business MCC);Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"5172";Petroleum and Products (Business to Business MCC);Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"5192";Books, Periodicals and Newspapers (Business to Business MCC);All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5193";Florist Suppliers, Nursery Stock & Flowers (Business to Business MCC);All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5198";Paints, Varnishes and Supplies (Business to Business MCC);All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5199";Non-durable Goods Not Elsewhere Classified (Business to Business MCC);All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5200";Home Supply Warehouse;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5211";Lumber & Building Materials Stores;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5231";Glass, Paint, and Wallpaper Stores;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5251";Hardware Stores, Equipment Utilities Regulated;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5261";Nurseries and Lawn and Garden Supply Stores;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5271";Mobile Home Dealer;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"5299";Warehouse Club Gas;All Other Merchants/Post Exchange;Travel/Transportation/Gas and Fuel Services
"5300";Wholesale Club with or without membership fee;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5309";Duty Free Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5310";Discount Store;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5311";Department Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5331";Variety Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5399";Miscellaneous General Merchandise;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5411";Grocery Stores and Supermarkets;Restaurant;Grocery Stores/Pharmacies/Food Services/Restaurants
"5422";Freezer & Locker Meat Provisions;Restaurant;Grocery Stores/Pharmacies/Food Services/Restaurants
"5441";Candy, Nut, and Confectionary Stores;Restaurant;Grocery Stores/Pharmacies/Food Services/Restaurants
"5451";Dairy Product Stores;Restaurant;Grocery Stores/Pharmacies/Food Services/Restaurants
"5462";Bakeries;Restaurant;Grocery Stores/Pharmacies/Food Services/Restaurants
"5499";Miscellaneous Food Stores — Convenience Stores and Specialty Markets;Restaurant;Grocery Stores/Pharmacies/Food Services/Restaurants
"5511";Car and Truck Dealers (New and Used) — Sales, Service, Repairs, Parts, and Leasing;All Other Merchants/Post Exchange;Associations/Organizations
"5521";Car and Truck Dealers (Used) — Sales, Service, Repairs, Parts, and Leasing;All Other Merchants/Post Exchange;Associations/Organizations
"5531";Auto and Home Supply Stores;All Other Merchants/Post Exchange;Associations/Organizations
"5532";Automotive Tire Stores;All Other Merchants/Post Exchange;Associations/Organizations
"5533";Automotive Parts and Accessories Stores;All Other Merchants/Post Exchange;Associations/Organizations
"5541";Service Stations (with or without Ancillary Services);Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"5542";Automated Fuel Dispensers;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"5551";Boat Dealers;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"5561";Camper, Recreational and Utility Trailer Dealers;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"5571";Motorcycle Dealers;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"5592";Motor Home Dealers;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"5598";Snowmobile Dealers;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"5599";Miscellaneous Automotive, Aircraft, and Farm Equipment Dealers — Not Elsewhere Classified;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"5611";Men’s & Boys’ Clothing and Accessory Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5621";Women’s Ready-to-Wear Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5631";Women’s Accessory and Specialty Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5641";Children’s and Infants’ Wear Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5651";Family Clothing Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5655";Sports and Riding Apparel Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5661";Shoe Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5681";Furriers & Fur Shops;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5691";Men’s and Women’s Clothing Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5697";Tailors, Seamstresses, Mending, Alterations;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5698";Wig & Toupee Shops;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5699";Miscellaneous Apparel and Accessory Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5712";Furniture, Home Furnishings, and Equipment Stores, except Appliances;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5713";Floor Coverings, Rugs;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5714";Drapery, Window Covering, and Upholstery Stores;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5718";Fireplaces, Fireplace Screens and Accessories Stores;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5719";Miscellaneous Home Furnishing Specialty Stores;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5722";Household Appliance Stores;All Other Merchants/Post Exchange;Furnishings/Appliances/Maintenance/Home
"5732";Electronics Stores;All Other Merchants/Post Exchange;Electronic and Technical Services
"5733";Music Stores — Musical Instruments, Pianos, and Sheet Music;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5734";Computer Software Stores;All Other Merchants/Post Exchange;Electronic and Technical Services
"5735";Record Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5811";Caterers — Prepare & Delivery;Restaurant;Grocery Stores/Pharmacies/Food Services/Restaurants
"5812";Eating Places and Restaurants;Restaurant;Grocery Stores/Pharmacies/Food Services/Restaurants
"5813";Drinking Places (Alcoholic Beverages) — Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques;Restaurant;Grocery Stores/Pharmacies/Food Services/Restaurants
"5814";Quick Payment Service — Fast Food Restaurants;Restaurant;Grocery Stores/Pharmacies/Food Services/Restaurants
"5815";Digital Goods: Books, Movies, Music;All Other Merchants/Post Exchange;Other
"5816";Digital Goods: Game;All Other Merchants/Post Exchange;Other
"5817";Digital Goods: Applications (Excludes Games);All Other Merchants/Post Exchange;Other
"5818";Digital Goods: Large Digital Goods Merchant (V);All Other Merchants/Post Exchange;Other
"5912";Drug Stores and Pharmacies;Restaurant;Grocery Stores/Pharmacies/Food Services/Restaurants
"5921";Package Stores — Beer, Wine, and Liquor;Restaurant;Grocery Stores/Pharmacies/Food Services/Restaurants
"5931";Used Merchandise and Secondhand Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5932";Antique Shop;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5933";Pawn Shop;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5935";Wrecking and Salvage Yards;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5937";Antique Reproduction Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5940";Bicycle Shop — Sales and Services;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5941";Sporting Goods Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5942";Book Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5943";Stationery, Office and School Supply Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5944";Jewelry, Watch, Clock, and Silverware Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5945";Hobby, Toy and Game Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5946";Camera and Photographic Supply Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5947";Gift, Card, Novelty, and Souvenir Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5948";Luggage and Leather Goods Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5949";Sewing, Needlework, Fabric, and Piece Good Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5950";Glassware and Crystal Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5960";Direct Marketing Insurance Services;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5961";Mail Order;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5962";Direct Marketing — Travel Related Arrangement Services;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5963";Direct Selling Establishments/Door to Door Sales;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5964";Catalog Merchant;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5965";Combined Catalog and Retail Merchant;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5966";Outbound Telemarketing Merchant;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5967";Direct Marketing — Inbound Telemarketing Merchants;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5968";Continuity/Subscription Merchants;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5969";Direct Marketing/Direct Marketers — Not Elsewhere Classified;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5970";Artist Supply and Craft Stores;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5971";Art Dealers and Galleries;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5972";Stamp and Coin Stores;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5973";Religious Goods Stores;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"5975";Hearing Aids — Sales, Service, and Supplies;College/School Expense/Hospital;Healthcare/Child Services
"5976";Orthopedic Goods and Prosthetic Devices;College/School Expense/Hospital;Healthcare/Child Services
"5977";Cosmetic Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5978";Typewriter Stores — Sales, Service, and Rentals;All Other Merchants/Post Exchange;Electronic and Technical Services
"5983";Fuel Dealers — Fuel Oil, Wood, Coal, and Liquefied Petroleum;Unique Transaction Quasi-Cash Disbursement/Terminal;Travel/Transportation/Gas and Fuel Services
"5992";Florists;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5993";Cigar Stores & Stands;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5994";News Dealers & Newsstands;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5995";Pet Shops, Pet Food, and Supplies;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5996";Swimming Pools — Sales, Supplies, and Services;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5997";Electric Razor Stores Sales & Services;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5998";Tent and Awning Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"5999";Miscellaneous & Specialty Retail Stores;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"6010";Financial Institutions — Manual Cash Disbursements;Payment Service Provider;Financial Services
"6011";Financial Institutions — Automated Cash Disbursements;Payment Service Provider;Financial Services
"6012";Quasi Cash — Financial Institution — Merchandise and Services;Payment Service Provider;Financial Services
"6050";Quasi Cash — Member Financial Institution;Payment Service Provider;Financial Services
"6051";"MasterCard — Quasi Cash-Merchant; Visa — None Financial Institutions — foreign currency, money orders (not wire transer), & Travelers Cheques";Payment Service Provider;Financial Services
"6211";Securities — Brokers and Dealers;Payment Service Provider;Financial Services
"6300";Insurance Sales and Underwriting;Payment Service Provider;Financial Services
"6381";Insurance Premiums, (no longer valid for first presentment work);Payment Service Provider;Financial Services
"6399";Insurance, Not Elsewhere Classified ( no longer valid for first presentment work);Payment Service Provider;Financial Services
"6513";"Real Estate Agents and Managers — Rentals; Property Management";Payment Service Provider;Financial Services
"6529";Quasi Cash — Remote Stored Value Load — Financial Institute;Payment Service Provider;Financial Services
"6530";Quasi Cash — Remote Stored Value Load — Merchant;Payment Service Provider;Financial Services
"6531";Payment Service Provider;Payment Service Provider;Financial Services
"6532";Payment Transaction — Member;Payment Service Provider;Financial Services
"6533";Payment Transaction — Merchant;Payment Service Provider;Financial Services
"6534";Quasi Cash — Money Transfer — Member Financial Institution;Payment Service Provider;Financial Services
"6535";Value Purchase — Member Financial Institution;Payment Service Provider;Financial Services
"6536";MoneySend Intracountry;Payment Service Provider;Financial Services
"6537";MoneySend Intercountry;Payment Service Provider;Financial Services
"6538";MoneySend Funding;Payment Service Provider;Financial Services
"6540";POI (Point of Interaction) Funding Transactions (Excluding MoneySend);Payment Service Provider;Financial Services
"6611";Overpayments;Payment Service Provider;Financial Services
"6760";Savings Bonds;Payment Service Provider;Financial Services
"7011";Lodging — Hotels, Motels, and Resorts;Hotel/Motel;Lodging — Hotels, Motels, Resorts
"7012";Timeshares;All Other Merchants/Post Exchange;Associations/Organizations
"7032";Sporting and Recreational Camps;All Other Merchants/Post Exchange;Associations/Organizations
"7033";Trailer Parks and Campgrounds;All Other Merchants/Post Exchange;Associations/Organizations
"7210";Laundry, Cleaning, and Garment Services;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7211";Laundry Services — Family and Commercial;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7216";Dry Cleaners;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7217";Carpet and Upholstery Cleaning;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7221";Photographic Studios;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7230";Beauty and Barber Shops;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7251";Shoe Repair Shops, Shoe Shine Parlors, and Hat Cleaning Shops;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7261";Funeral Services and Crematories;All Other Merchants/Post Exchange;Personal Services
"7273";Dating and Escort Services;All Other Merchants/Post Exchange;Personal Services
"7276";Tax Preparation Services;All Other Merchants/Post Exchange;Personal Services
"7277";Counseling Services — Debt, Marriage, and Personal;All Other Merchants/Post Exchange;Personal Services
"7278";Buying and Shopping Services and Clubs;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"7280";Hospital Patient-Personal Funds Withdrawal;All Other Merchants/Post Exchange;Personal Services
"7295";Babysitting Services;All Other Merchants/Post Exchange;Personal Services
"7296";Clothing Rental — Costumes, Uniforms and Formal Wear;All Other Merchants/Post Exchange;Clothing/Shoes/Accessories/Uniforms/Retail Stores/Buying and Selling Services
"7297";Massage Parlors;All Other Merchants/Post Exchange;Personal Services
"7298";Health and Beauty Spas;All Other Merchants/Post Exchange;Personal Services
"7299";Miscellaneous Personal Services — Not Elsewhere Classified;All Other Merchants/Post Exchange;Personal Services
"7311";Advertising Services;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
"7321";Consumer Credit Reporting Agencies;All Other Merchants/Post Exchange;Business/Professional/Miscellaneous Services
